着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,2,マッドクール,牡5,58.0,坂井,1:08.9,,6,9.6,33.7,栗東池添,540(+18)
2,2,3,ナムラクレア,牝5,56.0,浜中,1:08.9,アタマ,2,5.4,33.2,栗東長谷川,470(-8)
3,5,10,ビクターザウィナー,セ6,58.0,リョン,1:09.4,3,5,9.6,34.5,海外シャム,494(-1)
4,7,13,ウインカーネリアン,牡7,58.0,三浦,1:09.6,1.1/2,11,32.6,34.6,美浦鹿戸,518(0)
5,6,12,ロータスランド,牝7,56.0,岩田康,1:09.6,ハナ,12,35.0,33.7,栗東辻野,496(+4)
6,3,5,トウシンマカオ,牡5,58.0,ルメー,1:09.7,1/2,4,8.4,34.2,美浦高柳瑞,478(-2)
7,1,1,ビッグシーザー,牡4,58.0,吉田隼,1:09.8,1/2,9,21.4,34.4,栗東西園正,514(-2)
8,7,14,ママコチャ,牝5,56.0,川田,1:09.9,3/4,3,8.0,34.8,栗東池江,488(+2)
9,6,11,メイケイエール,牝6,56.0,池添,1:10.0,1/2,10,21.9,34.7,栗東武英,486(-8)
10,3,6,ルガル,牡4,58.0,西村淳,1:10.1,3/4,1,3.7,34.8,栗東杉山晴,524(+2)
11,7,15,ディヴィーナ,牝6,56.0,Mデム,1:10.2,3/4,13,60.9,34.1,栗東友道,434(+16)
12,8,16,ウインマーベル,牡5,58.0,松山,1:10.5,1.1/2,8,16.9,34.6,美浦深山,482(+6)
13,8,18,シュバルツカイザー,セ6,58.0,大野,1:10.6,3/4,18,196.1,35.0,美浦大竹,502(0)
14,4,8,ソーダズリング,牝4,56.0,武豊,1:10.6,クビ,7,12.3,34.8,栗東音無,472(0)
15,2,4,モズメイメイ,牝4,56.0,藤岡佑,1:10.8,1.1/4,16,147.2,34.4,栗東音無,456(-10)
16,8,17,マテンロウオリオン,牡5,58.0,横山典,1:10.9,3/4,17,172.5,34.7,栗東昆,490(+6)
17,5,9,シャンパンカラー,牡4,58.0,吉田豊,1:11.3,2.1/2,14,66.8,35.1,美浦田中剛,510(+2)
18,4,7,テイエムスパーダ,牝5,56.0,富田,1:11.6,1.1/2,15,104.9,36.1,栗東木原,504(+2)
