券種,組み合わせ,配当,人気
単勝,13,3050,10
複勝,13,950,11
複勝,8,380,6
複勝,11,230,2
枠連,4-7,2390,11
馬連,8-13,15900,49
ワイド,8-13,4220,50
ワイド,11-13,3500,42
ワイド,8-11,1640,15
馬単,13-8,36610,113
3連複,8-11-13,47540,144
3連単,13-8-11,288020,842
