券種,組み合わせ,配当,人気
単勝,2,550,4
複勝,2,180,3
複勝,10,140,1
複勝,6,300,6
枠連,2-8,740,3
馬連,2-10,810,3
ワイド,2-10,340,3
ワイド,2-6,1070,15
ワイド,6-10,860,12
馬単,2-10,2030,7
3連複,2-6-10,3970,13
3連単,2-10-6,22360,82
