券種,組み合わせ,配当,人気
単勝,9,440,2
複勝,9,230,2
複勝,8,290,5
複勝,10,3410,14
枠連,4-5,2630,12
馬連,8-9,2950,11
ワイド,8-9,1180,11
ワイド,9-10,15780,71
ワイド,8-10,18490,79
馬単,9-8,4050,12
3連複,8-9-10,134760,223
3連単,9-8-10,409930,841
