着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,7,ジョージテソーロ,牡3,55.0,戸崎圭,1:45.4,,1,1.6,36.5,美浦嘉藤,468(+4)
2,6,6,アイファーグローブ,牡5,58.0,藤田菜,1:46.2,5,7,40.7,37.3,美浦蛯名利,470(-6)
3,8,9,タマモヴェナトル,牡4,58.0,菊沢,1:46.4,3/4,2,3.8,37.4,美浦菊沢,440(-6)
4,5,5,スズノテレサ,牝5,56.0,内田博,1:46.4,クビ,9,59.5,37.2,美浦深山,442(-4)
5,1,1,サトミノマロン,牡5,58.0,津村,1:46.8,2.1/2,5,21.7,37.6,美浦鈴木伸,526(-10)
6,4,4,アイアムイチリュウ,牡7,58.0,菅原隆,1:47.3,3,4,16.5,38.2,美浦奥平,520(0)
7,3,3,トウキチロウ,牡4,58.0,田辺,1:47.4,1/2,3,6.3,38.1,美浦蛯名正,494(+14)
8,7,8,ヴィブラツィオーネ,牡5,58.0,石川,1:47.6,1,8,46.4,38.6,美浦辻,476(-6)
9,2,2,サイモンメガライズ,牡6,58.0,原,1:47.7,1,10,126.4,38.1,栗東小林,506(0)
10,8,10,アメリカンエール,セ6,58.0,武藤,1:47.8,1/2,6,27.0,38.5,美浦戸田,486(-2)
