券種,組み合わせ,配当,人気
単勝,6,480,4
複勝,6,170,2
複勝,12,330,6
複勝,4,190,4
枠連,5-8,910,4
馬連,6-12,3480,15
ワイド,6-12,1040,13
ワイド,4-6,560,5
ワイド,4-12,1100,17
馬単,6-12,5630,25
3連複,4-6-12,5740,22
3連単,6-12-4,31460,119
