馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,エスシーヤマト,牝3,横山武,美浦・加藤士,差し,103.0,11,12,3歳未勝利,40.6,440(-4),中山,14,中1週,Y,,2,コパノリッキー,アフリート,,
2,1,グレイトマジック,牡3,内田博,美浦・武市,差し,89.0,10,11,2歳未勝利,40.2,488(+12),東京,91,中12週,Y,,3,ホッコータルマエ,ネオユニヴァース,,
3,2,クリスタルニクス,牡3,石川,美浦・林,追込,154.1,12,16,2歳新馬,35.0,454(-10),東京,106,中14週,Y,,1,ジャングルポケット,ハービンジャー,,B
4,2,サトノエピック,牡3,戸崎圭,美浦・国枝,,1.6,1,4,3歳未勝利,35.0,524(-2),中山,22,中2週,Y,,3,キタサンブラック,Bellamy Road,,
5,3,シャドウルパン,牡3,ルメー,美浦・斎藤誠,差し,5.1,2,5,3歳新馬,39.8,502(-2),中山,15,中1週,Y,,1,シニスターミニスター,Lemon Drop Kid,,
6,3,ベルイストワール,牝3,野中,美浦・宮田,追込,59.7,8,15,3歳新馬,41.8,530(-4),中山,27,中3週,Y,,1,ミッキーグローリー,Giant's Causeway,,
7,4,フライフリーダム,牡3,杉原,美浦・高柳瑞,差し,67.3,9,8,2歳新馬,37.8,522(+22),中山,139,中19週,Y,,1,ドゥラメンテ,Hawk Wing,,
8,4,ナムラバンチー,牡3,木幡初,美浦・武市,差し,8.4,4,3,3歳未勝利,38.9,506(+6),京都,21,中2週,Y,,3,モーニン,サウスヴィグラス,,
9,5,グロバーテソーロ,牡3,菅原明,美浦・高木,先行,7.8,3,5,2歳未勝利,40.8,508(+12),新潟,106,中14週,Y,,2,オルフェーヴル,カコイーシーズ,,
10,5,リアルビギニング,牡3,木幡巧,美浦・牧,差し,29.6,6,10,2歳新馬,38.0,464(+2),福島,85,中11週,Y,,1,リアルスティール,Dynaformer,,B
11,6,ハーバーフロント,牝3,伊藤,美浦・林,追込,494.3,16,17,3歳未勝利,40.0,388(-8),中山,14,中1週,Y,,2,レイデオロ,サンデーサイレンス,,B
12,6,ダイタジャスティス,牡3,吉田豊,美浦・小野,差し,48.8,7,5,3歳未勝利,40.9,486(-2),中山,21,中2週,Y,,3,ホッコータルマエ,ネオユニヴァース,,
13,7,ゲームアップロード,牡3,丸田,美浦・宗像,追込,403.9,15,13,3歳未勝利,40.7,506(0),中山,15,中1週,Y,,3,ロードカナロア,ハーツクライ,,
14,7,リトルラフター,牝3,小林勝,美浦・萱野,差し,185.3,13,5,3歳未勝利,40.2,472(+4),中山,22,中2週,Y,,3,バゴ,アドマイヤベガ,,
15,8,セイウンパイオニア,牡3,三浦,美浦・清水英,先行,15.8,5,6,3歳新馬,41.5,494(0),中山,21,中2週,Y,,1,モーニン,リーチザクラウン,,
16,8,アレスエルピーダ,牡3,藤懸,美浦・和田雄,追込,292.9,14,10,3歳未勝利,40.2,474(-2),中山,21,中2週,Y,,3,サトノアレス,Distorted Humor,,
