コーナー,通過順
1コーナー,"4(8,12)13(2,6,14)16,1,5(11,7)-15,10-9-3"
2コーナー,"4,8(2,6,12,13)(1,14)16,11(7,5)-15-(10,9)=3"
3コーナー,"4,8,12(2,6,13)14(1,9,16,5)11-(7,15)10-3"
4コーナー,"(*4,8)(2,12)(6,13)(1,14)(11,9)16,5,15,7,10,3"
