券種,組み合わせ,配当,人気
単勝,5,970,5
複勝,5,200,5
複勝,4,160,3
複勝,10,140,1
枠連,4-4,2210,8
馬連,4-5,2100,10
ワイド,4-5,590,9
ワイド,5-10,460,5
ワイド,4-10,380,2
馬単,5-4,4700,20
3連複,4-5-10,1950,4
3連単,5-4-10,16600,58
