馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,スーリールダンジュ,牝5,藤岡佑,栗東・中内田,差し,7.0,4,9,3歳以上2勝クラス,36.1,486(-2),阪神,41,中5週,Y,,3,Dark Angel,Indian Ridge,
2,2,ニシノデフィレ,セ5,古川吉,栗東・宮本,先行,25.1,9,10,,35.3,516(+24),小倉,146,中20週,Y,,3,ロードカナロア,スペシャルウィーク,
3,3,カンチェンジュンガ,牡4,西村淳,栗東・庄野,追込,5.3,3,12,,34.9,476(+6),小倉,132,中18週,Y,,3,ビッグアーサー,ノヴェリスト,
4,4,ジュストコル B,牡6,藤岡康,栗東・大久保,先行,8.9,5,10,3歳以上2勝クラス,38.6,512(+4),京都,76,中10週,Y,,3,Shalaa,Lope de Vega,
5,5,グランツベリー,牝4,藤懸,栗東・田中克,,3.7,1,5,4歳以上2勝クラス,35.3,446(0),京都,6,連闘,Y,,3,エイシンフラッシュ,フジキセキ,
6,6,ヨール,牝5,丹内,美浦・手塚,差し,13.7,7,13,,34.6,442(-2),中山,21,中2週,Y,,3,ロードカナロア,Grand Slam,
7,6,ハクサンパイオニア B,牡4,,栗東・清水久,先行,4.6,2,5,,34.4,498(-2),中山,21,中2週,Y,,3,ドレフォン,ゼンノロブロイ,
8,7,ダンツイノーバ,牝7,秋山真,栗東・谷,差し,43.6,11,16,3歳以上2勝クラス,34.4,470(+2),阪神,105,中14週,Y,,3,メイショウボーラー,アグネスタキオン,
9,7,アンビバレント,牡4,佐々木,美浦・青木,逃げ,26.6,10,18,,39.2,476(+14),新潟,77,中10週,Y,,3,ディスクリートキャット,アドマイヤマックス,
10,8,ナリタローゼ B,牝6,菱田,栗東・高橋亮,先行,14.4,8,9,,37.5,486(-2),札幌,146,中20週,Y,,3,ダイワメジャー,A.P. Indy,
11,8,メイショウハボタン,牝6,丸山,栗東・本田,追込,11.8,6,5,,33.5,474(-4),中京,27,中3週,Y,,3,メイショウサムソン,サンデーサイレンス,
