券種,組み合わせ,配当,人気
単勝,2,1320,6
複勝,2,300,5
複勝,7,200,2
複勝,5,260,3
枠連,2-4,1800,8
馬連,2-7,2630,10
ワイド,2-7,910,10
ワイド,2-5,1300,14
ワイド,5-7,830,9
馬単,2-7,6540,24
3連複,2-5-7,4690,18
3連単,2-7-5,37620,123
