着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,7,ダノンブレット,牡6,57.0,横山典,2:10.5,,3,6.1,37.1,美浦菊沢,524(+2)
2,3,4,ビップスコーピオン,牡4,56.0,戸崎圭,2:10.5,ハナ,6,14.8,36.6,美浦田島,456(0)
3,8,15,ネッケツシャチョウ,牡4,56.0,荻野琢,2:10.8,1.1/2,5,9.1,36.7,栗東藤沢,552(+18)
4,7,12,マテンロウガイ,牡4,56.0,角田和,2:11.1,1.3/4,2,6.1,37.3,栗東角田,504(0)
5,2,3,フジマサインパクト,牡6,54.0,鮫島駿,2:11.1,クビ,10,32.6,36.8,美浦菊川,430(+8)
6,4,6,オメガタキシード,セ4,57.0,ルメー,2:11.1,ハナ,1,2.4,36.9,栗東松永幹,448(+4)
7,8,14,セブンスレター,セ5,53.0,吉田豊,2:11.2,3/4,9,29.3,36.8,美浦高橋文,488(+10)
8,2,2,ベルウッドグラス,牡4,56.0,木幡巧,2:11.5,1.3/4,4,8.5,37.8,美浦牧,494(+8)
9,5,9,アースライザー,セ7,53.0,内田博,2:11.5,ハナ,15,272.1,37.5,美浦鈴木慎,492(+8)
10,6,11,ペイシャモノノフ,牡4,55.0,池添,2:11.7,1.1/4,7,19.6,38.3,栗東畑端,472(-6)
11,7,13,デルマオニキス,牡7,54.0,原,2:11.8,アタマ,13,105.8,37.4,美浦勢司,494(-2)
12,3,5,ローズボウル,牡6,55.0,石橋脩,2:12.6,5,14,118.1,37.9,美浦林,514(+4)
13,5,8,キタサンドーシン,牡5,55.0,北村宏,2:12.7,アタマ,8,24.7,39.2,美浦奥村武,482(+6)
14,1,1,ダスク,牡4,55.0,武藤,2:13.9,7,12,58.5,40.2,美浦戸田,462(-4)
15,6,10,ホウオウフウジン,牡5,55.0,石川,2:14.5,4,11,50.4,39.9,美浦稲垣,518(+2)
