着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,13,メイショウカゼマチ,牡5,58.0,佐々木,0:57.9,,8,18.3,35.5,栗東角田,462(+12)
2,8,14,パルプフィクション,牝4,56.0,藤岡佑,0:58.1,1.1/4,4,7.0,35.8,栗東飯田,436(-6)
3,1,1,タイセイアレス,牡4,58.0,丹内,0:58.4,2,3,5.8,35.6,栗東西村,490(+4)
4,4,5,アネモス,牝5,56.0,国分恭,0:58.5,3/4,1,4.2,34.9,栗東北出,514(+4)
5,3,4,サイレンスゴールド,牡5,58.0,秋山稔,0:58.7,1,2,4.5,35.7,栗東杉山佳,514(-4)
6,3,3,クロンヌドラレーヌ,牝6,56.0,丸山,0:58.7,クビ,12,32.6,34.4,美浦奥平,450(-18)
7,6,10,フーコサンライズ,牝4,56.0,松本,0:58.7,ハナ,13,37.4,35.5,栗東新谷,500(-4)
8,4,6,アスクアイルビゼア,牡4,58.0,古川奈,0:58.7,ハナ,5,10.6,35.0,栗東矢作,472(-6)
9,7,12,ゼンノツキヨミ,牝4,56.0,荻野極,0:59.0,1.1/2,6,16.0,35.7,栗東武幸,432(-10)
10,5,8,テンクウフラワー,牝6,56.0,高倉,0:59.5,3,7,17.2,36.9,栗東渡辺,432(+4)
11,6,9,プレヴィスト,牝4,56.0,斎藤,0:59.6,1/2,9,18.3,36.8,栗東池添,470(+4)
12,5,7,トレブランシュ,牝5,56.0,菊沢,0:59.8,1.1/2,11,31.6,36.8,美浦稲垣,430(+4)
13,2,2,ジェイエルバルカー,牡5,58.0,黛,1:00.4,3.1/2,10,18.8,37.8,美浦小西,506(+2)
14,7,11,ラブリプリンチャン,牝5,56.0,小林美,1:00.4,ハナ,14,44.0,36.0,美浦鈴木伸,508(+16)
