券種,組み合わせ,配当,人気
単勝,12,6480,12
複勝,12,1260,12
複勝,8,160,1
複勝,7,470,7
枠連,6-8,1960,9
馬連,8-12,8510,29
ワイド,8-12,2110,25
ワイド,7-12,12910,66
ワイド,7-8,1300,15
馬単,12-8,23970,64
3連複,7-8-12,42780,108
3連単,12-8-7,460400,800
