馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,モリノセピア,牡5,丸山,美浦・鈴木伸,差し,6.6,4,3,,35.8,496(+2),福島,29,中3週,Y,,3,エスポワールシチー,アルデバランII,
2,2,サマースイートピー,牝4,杉原,美浦・千葉,差し,14.7,6,9,4歳以上2勝クラス,36.6,482(+4),京都,57,中7週,Y,,3,モズアスコット,ブラックタイド,
3,3,カワキタマナレア,牝4,田辺,栗東・杉山佳,差し,9.8,5,5,,36.1,420(0),福島,29,中3週,Y,,3,ヘニーヒューズ,ディープインパクト,
4,4,フィーチャリング,セ4,菊沢,美浦・和田郎,差し,32.9,8,10,,36.6,458(-2),東京,49,中6週,Y,,3,ヘニーヒューズ,ステイゴールド,
5,5,マイネルラッシュ,牡6,木幡巧,美浦・水野,差し,62.3,10,10,,33.8,456(+2),福島,7,連闘,Y,,3,ダイワメジャー,バゴ,
6,6,リッキースタイル,牡4,斎藤,美浦・水野,先行,5.8,3,1,4歳以上1勝クラス,36.6,486(0),新潟,63,中8週,Y,,3,ジャスタウェイ,スタチューオブリバティ,
7,6,ソウルオンファイア,牝3,岩田望,栗東・野中,,2.4,1,15,,37.2,472(-8),阪神,43,中5週,Y,,3,パイロ,Invincible Spirit,
8,7,ラヴオントップ,牝5,コレッ,栗東・西村,差し,4.4,2,3,,36.3,496(+4),阪神,49,中6週,Y,,3,ヘニーヒューズ,エンパイアメーカー,
9,7,オカメノコイ,牝4,大野,美浦・小笠,追込,24.4,7,13,4歳以上2勝クラス,36.0,486(+16),東京,78,中10週,Y,,3,パイロ,チチカステナンゴ,
10,8,ロッカバイベイビー B,牝4,佐藤,美浦・伊藤圭,差し,39.7,9,9,,36.8,464(+4),新潟,63,中8週,Y,,3,ルヴァンスレーヴ,ゴールドアリュール,
11,8,レッドセニョール B,牡5,嶋田,美浦・矢嶋,先行,89.4,11,8,,34.5,504(+4),新潟,64,中8週,Y,,2,リアルインパクト,Medaglia d'Oro,
