券種,組み合わせ,配当,人気
単勝,8,260,1
複勝,8,140,1
複勝,11,390,6
複勝,13,230,3
枠連,4-6,2850,12
馬連,8-11,2910,8
ワイド,8-11,900,8
ワイド,8-13,450,2
ワイド,11-13,1680,19
馬単,8-11,3770,12
3連複,8-11-13,5660,12
3連単,8-11-13,24660,66
