馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ブラックボイス,牡5,石神,美浦・宮田,先行,6.1,4,1,障害3歳以上未勝利,13.3,522(+6),福島,76,中10週,Y,,3,ブラックタイド,Giant's Causeway,,
2,2,オシリスブレイン,牡7,五十嵐,美浦・田村,,7.9,6,13,,14.2,504(+2),福島,63,中8週,Y,,3,バゴ,キングヘイロー,,
3,3,プンタアレナス,セ6,蓑島,美浦・古賀,先行,7.1,5,1,障害3歳以上未勝利,13.2,488(+6),新潟,84,中11週,Y,,3,ハーツクライ,Elusive City,,
4,4,ヒストリアノワール,セ6,,美浦・嘉藤,逃げ,34.0,10,8,,13.2,440(-4),新潟,84,中11週,Y,,3,エイシンフラッシュ,ダイワメジャー,,
5,5,メリディアンローグ,牡7,大江原,美浦・蛯名正,先行,5.2,2,4,,13.5,496(+6),阪神,35,中4週,Y,,3,ディープインパクト,Marju,,
6,5,リバーシブルレーン,牡8,水沼,美浦・辻,差し,31.6,9,11,,14.0,452(+14),京都,70,中9週,Y,,3,ハーツクライ,キングカメハメハ,,
7,6,レディステディゴー,牡6,中村,栗東・中村,差し,14.2,7,7,,13.5,516(-6),阪神,42,中5週,Y,,3,ダイワメジャー,More Than Ready,,
8,6,プラチナドリーム,牡5,黒岩,栗東・平田,先行,52.4,12,6,,13.6,480(+8),京都,104,中14週,Y,,3,ホッコータルマエ,シンボリクリスエス,,B
9,7,サンデイビス,牡6,上野,美浦・村田,先行,37.0,11,9,,13.6,506(-2),阪神,35,中4週,Y,,3,ジョーカプチーノ,アドマイヤムーン,,
10,7,ファルヴォーレ,牡6,小坂,栗東・高橋忠,先行,19.8,8,3,,13.3,472(+10),新潟,91,中12週,Y,,3,ドゥラメンテ,アドマイヤムーン,,
11,8,エンデュミオン,牡7,小牧加,栗東・清水久,追込,4.2,1,1,障害3歳以上未勝利,13.4,462(-4),中山,34,中4週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,,
12,8,ヴェイルネビュラ,セ6,草野,美浦・大竹,先行,5.9,3,1,障害3歳以上未勝利,13.3,500(0),福島,69,中9週,Y,,3,ロードカナロア,ハーツクライ,,
