馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,マルモリディライト,牝3,小沢,栗東・石橋,差し,13.0,7,13,,35.4,460(+12),阪神,98,中13週,Y,,3,ダンカーク,ゼンノロブロイ,
2,2,プロトサマニ,牝5,,美浦・中野,,48.2,13,13,4歳以上1勝クラス,38.3,494(-16),福島,63,中8週,Y,,3,ジョーカプチーノ,タイキシャトル,
3,2,クインズグレイト B,牝4,富田,栗東・野中,先行,60.3,14,13,4歳以上1勝クラス,37.4,446(+6),新潟,50,中6週,Y,,3,スクリーンヒーロー,キングカメハメハ,
4,3,ホウオウエンジェル,牝6,丹内,美浦・加藤和,先行,12.4,6,8,3歳以上1勝クラス,36.1,480(0),函館,7,連闘,Y,,3,Dark Angel,Shamardal,
5,3,ブライトサイン,牝3,横山和,栗東・須貝,差し,11.4,5,5,,34.8,444(-8),小倉,148,中20週,Y,,3,ハービンジャー,ディープインパクト,
6,4,エイシンフェンサー,牝3,川又,栗東・吉村,先行,5.2,2,5,3歳1勝クラス,36.3,484(+16),阪神,64,中8週,Y,,3,ファインニードル,エイシンサンディ,
7,4,イイヒニナル,牝3,鷲頭,栗東・千田,,7.7,4,11,3歳1勝クラス,35.4,380(+4),京都,28,中3週,Y,,3,ビッグアーサー,ドリームジャーニー,
8,5,アトモストリミッツ,牝3,角田和,栗東・池添,先行,14.8,8,13,,36.9,458(+26),小倉,134,中18週,Y,,3,ダイワメジャー,Exceed And Excel,
9,5,ヴェールクレール,牝5,北村友,栗東・高橋亮,先行,6.2,3,8,4歳以上1勝クラス,34.8,476(+4),小倉,113,中15週,Y,,3,リオンディーズ,ハービンジャー,
10,6,バロットボックス,牝3,小林勝,美浦・宮田,先行,21.6,11,16,2歳1勝クラス,45.1,448(+6),中山,176,中24週,Y,,3,タリスマニック,ディープスカイ,
11,6,ハウファアイルゴー,牝4,土田,美浦・松山,差し,63.1,15,7,3歳以上1勝クラス,35.4,460(-4),函館,7,連闘,Y,,2,トーセンジョーダン,Danehill Dancer,
12,7,カワキタマックス,牝3,横山琉,栗東・鈴木孝,逃げ,15.7,9,7,3歳1勝クラス,34.0,440(+6),阪神,91,中12週,Y,,3,エピファネイア,ダイワメジャー,
13,7,スズノナデシコ,牝5,鮫島駿,栗東・石坂,先行,4.9,1,9,4歳以上1勝クラス,38.1,506(0),中京,84,中11週,Y,,3,ハービンジャー,ネオユニヴァース,
14,8,ポルタフォルトゥナ,牝4,佐々木,美浦・土田,差し,17.2,10,9,3歳以上1勝クラス,35.8,460(0),函館,7,連闘,Y,,3,ジョーカプチーノ,キングズベスト,
15,8,オルコス,牝4,小林凌,美浦・加藤士,先行,26.3,12,15,4歳以上1勝クラス,39.2,442(+6),中山,71,中9週,Y,,3,ドレフォン,ディープインパクト,
