着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,10,グランドゴールド,牡4,58.0,勝浦,2:02.4,,3,5.3,35.7,栗東羽月,456(+2)
2,7,12,ピンクジン,牝3,54.0,黛,2:03.2,5,5,11.0,36.4,美浦南田,440(0)
3,7,11,コスモバラタ,牡3,56.0,丹内,2:03.3,3/4,6,18.2,36.8,美浦武市,466(0)
4,3,3,マイネルカンパーナ,牡3,56.0,泉谷,2:03.6,1.3/4,8,20.5,37.0,美浦青木,402(-2)
5,6,9,アウサンガテ,牡6,58.0,中井,2:03.8,3/4,11,46.8,36.9,栗東中内田,448(0)
6,5,7,フェスティヴビーム,牡3,56.0,柴山,2:03.8,クビ,10,30.9,37.7,美浦畠山,454(+2)
7,1,1,ボーンイングランデ,牡3,56.0,水口,2:03.8,ハナ,4,10.7,37.2,栗東吉田,464(+4)
8,5,8,カップコルス,牝3,54.0,吉田隼,2:03.9,クビ,12,47.2,37.7,美浦高柳瑞,428(-10)
9,8,14,マテウス,牡4,58.0,亀田,2:03.9,ハナ,14,67.9,37.3,栗東鮫島,522(0)
10,4,5,アイヲヨブテーラー,牝3,54.0,角田和,2:04.0,1/2,7,18.5,37.9,栗東河内,468(-6)
11,3,4,ブラックヴァール,牝3,54.0,佐々木,2:04.1,1/2,1,2.9,37.8,美浦菊川,464(0)
12,4,6,スピーディブレイク,牡3,56.0,丸山,2:04.1,クビ,2,4.3,37.7,美浦村田,440(+8)
13,2,2,シャトンアンジュ,牝4,56.0,武藤,2:04.3,1.1/4,9,22.3,38.0,栗東池添,440(-10)
14,8,13,オルソビアンコ,牝3,54.0,杉原,2:04.9,3.1/2,13,53.8,38.8,美浦田村,386(-2)
