コーナー,通過順
1コーナー,"(*12,15)16,10,14(2,11)(4,9)-(8,7)(1,6)-5-3-13"
2コーナー,"12,15(10,16)-(2,14)(4,11,9)-(8,7,1)-6,5-3-13"
3コーナー,"12,15(10,16)-(2,14,9)-11(8,7,5)-1(4,13,6)3"
4コーナー,"12,15-10-(16,9)(2,14)(11,7,5)8,13(4,1,6)-3"
