着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,11,ワイワイレジェンド,牡5,56.0,田辺,1:10.4,,6,11.1,36.7,栗東前川,500(+10)
2,4,6,ロードフロンティア,牡5,55.0,川須,1:10.6,1.1/2,5,9.5,35.9,栗東松下,472(+6)
3,6,10,ジョーローリット,牝5,55.0,武藤,1:10.9,1.1/2,4,8.5,37.2,栗東中竹,506(0)
4,3,5,コンクイスタ,セ6,58.0,津村,1:10.9,ハナ,1,3.6,36.4,栗東吉岡,494(-6)
5,4,7,アッチャゴーラ,牡6,56.0,小崎,1:11.1,1,7,14.3,35.7,美浦浅利,524(+6)
6,2,2,ファムエレガンテ,牝4,54.0,菊沢,1:11.2,1,3,6.3,37.3,栗東中村,484(+2)
7,2,3,スリーピース,セ4,54.0,今村聖,1:11.5,1.3/4,11,38.4,36.3,美浦武井,466(+14)
8,8,14,カンパニョーラ,牝7,53.0,吉田豊,1:11.5,アタマ,10,27.3,35.8,美浦伊坂,478(+2)
9,5,9,ヤマニンアルリフラ,牡5,57.5,戸崎圭,1:11.6,3/4,2,5.2,36.5,栗東斉藤崇,498(-6)
10,3,4,サフランヒーロー,セ5,53.0,石神道,1:11.7,クビ,15,97.4,36.2,美浦森一,440(-10)
11,8,15,グロリアラウス,セ5,55.0,石橋脩,1:11.9,1.1/4,8,15.0,37.8,栗東斉藤崇,510(-2)
12,1,1,エコロガイア,牡5,55.0,江田照,1:12.7,5,12,40.9,38.4,栗東森秀,472(-6)
13,7,13,ダノンタッチダウン,セ6,55.0,三浦,1:12.8,1/2,13,50.7,38.0,美浦堀,550(+8)
14,7,12,エスカル,牡5,55.0,丸山,1:13.0,1.1/4,9,21.9,37.6,栗東森秀,502(-4)
15,5,8,アドバンスファラオ,セ6,56.0,松岡正,1:13.3,2,14,52.0,38.4,栗東森秀,488(0)
