券種,組み合わせ,配当,人気
単勝,7,670,4
複勝,7,150,3
複勝,2,140,2
複勝,9,110,1
枠連,2-6,1200,6
馬連,2-7,1340,4
ワイド,2-7,450,4
ワイド,7-9,280,2
ワイド,2-9,230,1
馬単,7-2,3050,12
3連複,2-7-9,950,1
3連単,7-2-9,7740,15
