券種,組み合わせ,配当,人気
単勝,5,210,1
複勝,5,130,1
複勝,12,230,4
複勝,2,310,7
枠連,4-7,400,1
馬連,5-12,1050,2
ワイド,5-12,460,2
ワイド,2-5,590,5
ワイド,2-12,1240,16
馬単,5-12,1320,1
3連複,2-5-12,2630,5
3連単,5-12-2,6620,1
