着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,ソウルラッシュ,牡5,59.0,松山,1:31.6,,2,3.7,33.6,栗東池江,506(+4)
2,8,10,ウイングレイテスト,牡6,57.0,松岡,1:31.6,クビ,5,11.1,33.9,美浦畠山,496(+2)
3,3,3,ミスニューヨーク,牝6,56.0,Mデム,1:31.7,1/2,8,19.1,33.5,栗東杉山晴,474(+2)
4,4,4,メイショウシンタケ,牡5,57.0,浜中,1:31.9,3/4,7,17.0,33.2,栗東千田,468(+2)
5,1,1,ミッキーブリランテ,牡7,57.0,津村,1:31.9,クビ,11,51.7,33.5,栗東矢作,464(-4)
6,6,7,グラニット,牡3,51.0,嶋田,1:32.0,1/2,6,13.0,35.0,美浦大和田,460(+12)
7,5,5,インダストリア,牡4,58.0,ルメー,1:32.1,クビ,1,2.9,33.7,美浦宮田,494(-6)
8,7,9,ラインベック,セ6,57.0,石橋脩,1:32.5,2.1/2,4,7.5,34.5,栗東友道,482(+2)
9,7,8,アスクコンナモンダ,牡4,56.0,西村淳,1:32.6,1/2,3,7.4,33.9,栗東中内田,448(-4)
10,6,6,シャイニーロック,牡7,57.0,酒井,1:32.8,1.1/2,10,28.5,34.6,栗東佐々木,508(+2)
11,8,11,トーセンローリエ,牝3,52.0,菅原明,1:33.5,4,9,20.6,35.5,美浦小笠,432(-8)
