馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,プリズマジコ,牡4,秋山稔,栗東・高橋忠,差し,29.0,9,5,,34.6,448(+4),中山,49,中6週,Y,,3,キズナ,グランデラ,,
2,1,ヴァイザーバルコ,セ5,松岡,美浦・水野,差し,62.0,11,1,,35.2,472(+2),福島,35,中4週,Y,,3,ゴールドシップ,アドマイヤムーン,,
3,2,ローレルキャニオン,牡5,北村友,栗東・加藤公,差し,156.2,13,8,4歳以上2勝クラス,35.3,562(-12),阪神,71,中9週,Y,,3,ジャスタウェイ,Myboycharlie,,B
4,2,ニシノレバンテ,牡6,津村,美浦・栗田,逃げ,209.8,14,10,,36.0,496(+4),新潟,29,中3週,Y,,3,イスラボニータ,フレンチデピュティ,,
5,3,ジオセントリック,牡4,ルメー,美浦・手塚久,先行,4.7,2,4,,34.3,498(+12),東京,189,中26週,Y,Y,3,ハービンジャー,ゼンノロブロイ,,
6,3,クロシェットノエル,牝4,ディー,美浦・戸田,差し,11.3,4,2,,33.6,458(+4),中山,42,中5週,Y,,3,ニューイヤーズデイ,ハービンジャー,,
7,4,タイラーテソーロ,牡6,菅原明,美浦・栗田,差し,283.3,16,14,,37.0,472(+10),小倉,91,中12週,Y,,3,ゴールドシップ,Street Cry,,B
8,4,クルミナーレ,牡4,戸崎圭,栗東・池江,先行,6.2,3,2,,35.2,508(0),阪神,91,中12週,Y,,3,ブラックタイド,フレンチデピュティ,,
9,5,ボクラヲツナグモノ,牡4,丹内,美浦・清水英,追込,117.9,12,6,,36.3,460(+12),新潟,22,中2週,Y,,3,ガルボ,アグネスデジタル,,
10,5,トロピカルライト,牝5,丸田,美浦・武藤,差し,40.6,10,2,,34.7,490(+6),小倉,99,中13週,Y,,3,キズナ,フレンチデピュティ,,
11,6,アバンデル,牡4,武豊,美浦・金成,差し,16.7,6,3,,34.2,446(-2),東京,106,中14週,Y,,3,ワールドエース,ハービンジャー,,
12,6,ダノンホイットニー,牝4,松山,美浦・大竹,先行,23.3,8,4,,34.8,438(+4),東京,106,中14週,Y,,3,ミッキーロケット,ディープインパクト,,
13,7,ノーブルクライ,牡5,田辺,美浦・田村,差し,214.7,15,5,4歳以上2勝クラス,33.2,508(+2),東京,29,中3週,Y,,3,ハーツクライ,Smarty Jones,,B
14,7,ジュンツバメガエシ,牡5,川田,栗東・友道,先行,14.5,5,2,4歳以上2勝クラス,32.9,512(+4),東京,29,中3週,Y,,3,ジャスタウェイ,エリシオ,,
15,8,イクリール,牡4,,美浦・青木,,17.1,7,1,4歳以上1勝クラス,36.1,504(-16),中山,70,中9週,Y,,3,シュヴァルグラン,クロフネ,,
16,8,デュアルウィルダー,牡4,レーン,美浦・堀,差し,2.1,1,1,4歳以上1勝クラス,33.3,508(-10),東京,29,中3週,Y,,3,ヨシダ,Kitten's Joy,,
