馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ブライトライツ,牡2,吉村,美浦・畠山,,266.1,13,,,,428(0),,,,,,,ウインブライト,Lawman,,
2,2,フォーキャンドルズ,牡2,横山典,栗東・本田,,38.5,9,,,,508(0),,,,,,,エピファネイア,ディープブリランテ,,
3,3,ロットブラータ,牡2,松山,栗東・平田,,16.2,6,,,,518(0),,,,,,,エピファネイア,ハーツクライ,,
4,4,ハイアップグレード,牡2,,栗東・谷,,34.3,8,,,,482(0),,,,,,,ディーマジェスティ,アドマイヤムーン,,
5,4,ハミルトン,牡2,西村淳,栗東・高野,,3.8,2,,,,514(0),,,,,,,キズナ,Pivotal,,
6,5,ベンガルバローズ,牡2,田口,栗東・松下,,218.1,12,,,,464(0),,,,,,,ロジャーバローズ,Fastnet Rock,,
7,5,ホリゾンブルー,牝2,鮫島駿,栗東・吉田,,34.3,7,,,,400(0),,,,,,,ゴールドシップ,マンハッタンカフェ,,
8,6,ジーティーダーリン,牡2,団野,栗東・田中克,,13.1,5,,,,492(0),,,,,,,サートゥルナーリア,ハーツクライ,,
9,6,ミッキーゴールド,牡2,浜中,栗東・池江,,5.0,3,,,,496(0),,,,,,,リアルスティール,Global Hunter,,
10,7,モズグランプリ,牡2,藤岡佑,栗東・藤岡,,92.7,10,,,,524(0),,,,,,,モズアスコット,マンハッタンカフェ,,
11,7,ジンガー,牡2,シュタ,栗東・吉村,,161.3,11,,,,482(0),,,,,,,スワーヴリチャード,アドマイヤムーン,,
12,8,リンクスティップ,牝2,Ｃデム,栗東・西村,,2.6,1,,,,478(0),,,,,,,キタサンブラック,Kitten's Joy,,
13,8,ベイラム,牡2,岩田望,栗東・武英,,6.0,4,,,,434(0),,,,,,,サートゥルナーリア,Sligo Bay,,
