券種,組み合わせ,配当,人気
単勝,7,1950,8
複勝,7,490,9
複勝,5,270,4
複勝,9,370,6
枠連,5-6,1860,11
馬連,5-7,6840,24
ワイド,5-7,1940,24
ワイド,7-9,2910,35
ワイド,5-9,1680,20
馬単,7-5,14390,49
3連複,5-7-9,24890,72
3連単,7-5-9,191980,447
