券種,組み合わせ,配当,人気
単勝,2,350,2
複勝,2,160,2
複勝,10,170,4
複勝,13,130,1
枠連,2-6,1500,6
馬連,2-10,1490,5
ワイド,2-10,540,5
ワイド,2-13,340,1
ワイド,10-13,370,2
馬単,2-10,2210,8
3連複,2-10-13,1870,2
3連単,2-10-13,8610,11
