馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヴェイルネビュラ,セ6,小野寺,美浦・大竹,,3.4,1,2,,13.1,494(-6),小倉,77,中10週,Y,,3,ロードカナロア,ハーツクライ,,
2,2,リバーシブルレーン,牡8,水沼,美浦・辻,先行,65.8,10,6,,13.5,442(-10),小倉,35,中4週,Y,,3,ハーツクライ,キングカメハメハ,,
3,3,ヒストリアノワール,セ6,大江圭,美浦・嘉藤,差し,80.8,12,8,,13.4,440(0),小倉,77,中10週,Y,,3,エイシンフラッシュ,ダイワメジャー,,
4,3,アイスジャイアント,セ5,,美浦・高柳瑞,先行,13.8,7,1,障害4歳以上未勝利,13.4,498(-8),小倉,34,中4週,Y,,3,ダンカーク,キャプテンスティーヴ,,
5,4,ブリエヴェール,牡6,石神深,美浦・小笠,,9.4,5,1,障害4歳以上未勝利,13.4,460(-4),中山,27,中3週,Y,,3,エイシンフラッシュ,ゴールドアリュール,,
6,4,メモリーズオブユー,牡4,難波,栗東・高橋忠,先行,7.0,4,3,,13.4,516(-2),小倉,63,中8週,Y,,3,エピファネイア,キングカメハメハ,,
7,5,ルリアン,牡7,小牧加,栗東・佐々木,逃げ,4.0,2,1,障害4歳以上未勝利,13.3,526(0),小倉,55,中7週,Y,,3,キズナ,フレンチデピュティ,,
8,5,デストロイ,セ1,坂口,美浦・土田,差し,267.9,14,12,,13.6,496(+4),中山,21,中2週,Y,,3,キングヘイロー,ティンバーカントリー,,B
9,6,ゴールドパラディン,牡7,森一,栗東・吉岡,先行,10.5,6,3,,13.4,448(-6),小倉,35,中4週,Y,,3,スクリーンヒーロー,フレンチデピュティ,,
10,6,ヴィジュネル,牡6,中村,栗東・渡辺,,5.9,3,2,,13.3,486(-4),小倉,56,中7週,Y,,3,マクフィ,サンデーサイレンス,,
11,7,ベレヌス,牡7,黒岩,栗東・杉山晴,差し,17.9,8,10,,13.6,524(0),小倉,63,中8週,Y,,3,タートルボウル,デュランダル,,
12,7,ファジュル,セ5,鷲頭,栗東・藤沢,差し,67.3,11,6,,13.4,438(-2),中山,21,中2週,Y,,3,サトノアラジン,サッカーボーイ,,
13,8,ニシノフウジン,牡5,五十嵐,美浦・村田,先行,48.0,9,1,障害4歳以上未勝利,13.6,474(-2),小倉,63,中8週,Y,,3,メイショウボーラー,スペシャルウィーク,,
14,8,メイショウハチク,セ1,井上,栗東・安達,差し,107.6,13,10,,14.0,478(0),京都,147,中20週,Y,,3,マンハッタンカフェ,タイキシャトル,,B
