コーナー,通過順
1コーナー,"(1,*8)(7,14,16)3,10(2,4,12)15(5,9)(6,11)-(13,17)"
2コーナー,"8,1(7,14)16,3,10(2,4,12)(5,9,15)11,6,17,13"
3コーナー,"(8,*1)14,16(7,10,12)3(4,9,15)2(5,11)(6,17)13"
4コーナー,"(*8,1)-14(7,16)(10,12)(3,4,9,15)(2,5,11)(6,17)13"
