着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,シークレットヴァウ,牡4,58.0,武藤,1:08.7,,4,8.9,36.9,美浦武藤,462(-4)
2,8,15,ミユキアイラブユー,セ6,58.0,斎藤,1:08.8,1/2,3,7.6,37.3,美浦小島,566(+2)
3,6,12,カフジエニアゴン,牝6,56.0,国分恭,1:08.8,アタマ,7,25.5,37.0,栗東杉山佳,520(+26)
4,2,3,フラップシグナス,牡6,58.0,菊沢,1:08.8,クビ,10,41.6,36.3,栗東千田,494(-10)
5,4,7,アメリカンマーチ,牡4,58.0,丹内,1:08.8,アタマ,2,7.1,38.0,栗東池江,490(-2)
6,3,5,クリダーム,牡5,58.0,荻野極,1:09.0,1.1/4,13,86.5,36.8,美浦上原佑,502(-2)
7,7,13,レアグリフォン,牡4,58.0,秋山稔,1:09.1,クビ,14,96.1,37.5,美浦稲垣,464(-8)
8,6,11,アシャカタカ,牡5,58.0,小林美,1:09.3,1.1/4,12,61.8,38.0,美浦鈴木伸,470(-10)
9,4,8,エコロアレス,牡5,58.0,菱田,1:09.3,アタマ,5,15.9,37.2,栗東森秀,484(0)
10,1,2,オーロベルディ,牝6,56.0,小沢,1:09.6,1.1/2,15,151.3,38.3,栗東緒方,486(-6)
11,5,10,メイショウイジゲン,牡7,58.0,鮫島良,1:09.6,アタマ,16,182.2,37.7,栗東牧浦,468(+6)
12,2,4,シャカシャカシー,牡4,58.0,高杉,1:09.7,1/2,1,1.7,38.7,栗東茶木,520(-2)
13,1,1,メイショウカゼマチ,牡5,58.0,佐々木,1:09.8,1/2,8,32.9,39.4,栗東角田,454(-8)
14,8,16,スマートアイ,牝5,56.0,田口,1:10.0,1,11,41.8,38.8,栗東寺島,506(-2)
15,3,6,グランフォーブル,牡5,58.0,丸山,1:11.0,6,6,19.6,40.6,美浦土田,482(+8)
16,7,14,ヨーカイディスコ,牝4,56.0,三浦,1:11.9,5,9,40.1,40.8,美浦斎藤誠,476(-8)
