コーナー,通過順
1コーナー,"12,2,4(9,8)-(3,11)(5,6,7)10,1"
2コーナー,"12,2(9,4)8,3,11(5,7)6,10,1"
3コーナー,"12,2,4,9(8,3)11(5,7)(6,10)1"
4コーナー,"(*12,2)4(9,8,3)(5,11,7)(6,10)1"
