券種,組み合わせ,配当,人気
単勝,8,210,1
複勝,8,110,1
複勝,1,130,2
複勝,2,210,5
馬連,1-8,380,1
ワイド,1-8,200,1
ワイド,2-8,520,8
ワイド,1-2,440,6
馬単,8-1,730,1
3連複,1-2-8,1180,4
3連単,8-1-2,3740,7
