着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,13,ジャスティンスカイ,牡5,58.0,池添,1:06.9,,4,7.4,32.9,栗東友道,536(-4)
2,5,6,プルパレイ,セ5,58.0,浜中,1:07.0,1/2,10,29.3,32.7,栗東須貝,492(+2)
3,4,5,カリボール,牡8,57.0,川須,1:07.1,1/2,13,121.4,32.9,栗東西村,494(-2)
4,8,12,スマートクラージュ,牡7,58.0,団野,1:07.4,1.1/2,1,3.2,33.6,栗東池江,484(-8)
5,2,2,ヤクシマ,牡4,57.0,藤岡佑,1:07.4,クビ,7,14.4,32.7,栗東寺島,524(+4)
6,6,9,サンライズオネスト,牡7,58.0,西塚,1:07.6,1,6,10.9,32.9,栗東河内,480(+4)
7,7,10,レイベリング,牡4,57.0,和田竜,1:07.7,1,2,5.0,33.7,美浦鹿戸,478(0)
8,1,1,ディヴィナシオン,牡7,58.0,古川吉,1:07.7,アタマ,8,20.9,32.7,栗東森秀,480(-4)
9,3,3,マイネルジェロディ,牡6,57.0,角田河,1:07.9,1,5,8.0,33.9,栗東西園正,476(-2)
10,5,7,ジャスパージャック,牡8,58.0,田口,1:07.9,アタマ,9,22.0,34.2,栗東森秀,538(0)
11,4,4,アスコルターレ,牡6,57.0,幸,1:07.9,ハナ,12,114.7,33.0,栗東西村,454(-4)
12,6,8,カルロヴェローチェ,牡4,57.0,酒井,1:08.3,2,3,6.4,34.6,栗東須貝,504(-2)
13,7,11,オールパルフェ,牡4,57.0,松若,1:08.5,1.1/2,11,40.7,34.0,美浦和田雄,494(-4)
