着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,7,クインズミモザ,牝6,54.0,石川,1:52.1,,7,15.0,37.2,美浦池上,526(0)
2,6,12,スノーグレース,牝5,53.0,鮫島駿,1:52.3,1.1/4,10,38.5,38.7,美浦中舘,484(+2)
3,3,5,バンドマスター,牡4,56.0,マーカ,1:52.3,アタマ,4,11.5,38.5,栗東茶木,498(0)
4,8,15,マンマリアーレ,牝4,54.0,荻野極,1:52.5,1,3,4.1,38.8,美浦高木,472(+2)
5,4,8,グランツアーテム,牡6,57.0,菅原明,1:52.5,ハナ,9,30.1,38.3,美浦中川,522(+6)
6,8,16,メイショウオーロラ,牝4,53.0,横山典,1:52.6,1/2,6,14.1,38.9,栗東本田,512(+28)
7,7,14,サンカルパ,牝5,53.0,Hドイ,1:52.9,2,11,58.7,38.9,美浦上原佑,490(-10)
8,1,2,コンティノアール,牡4,57.0,津村,1:53.1,1.1/4,8,18.4,38.7,栗東矢作,546(+2)
9,2,3,スズノテレサ,牝5,52.0,内田博,1:53.2,クビ,12,88.4,38.6,美浦深山,444(+2)
10,6,11,グラウンドビート,牡3,56.0,丹内,1:53.4,1.1/4,2,3.8,39.5,美浦田村,496(-6)
11,3,6,アイファーエポック,牡5,54.0,野中,1:53.4,ハナ,15,205.4,39.1,美浦根本,488(+10)
12,5,10,エスティメート,牡5,54.0,大野,1:53.6,1.1/4,14,178.0,39.1,美浦大和田,468(+2)
13,7,13,メイショウカゲカツ,牡5,56.0,石橋脩,1:53.9,1.1/2,5,12.9,39.5,栗東西園正,502(-4)
14,1,1,ペンティメント,牡4,57.0,ビュイ,1:53.9,クビ,1,3.5,39.7,美浦嘉藤,508(+2)
15,5,9,リフレクトザムーン,牝3,52.0,木幡巧,1:54.1,1,13,96.1,39.8,美浦尾形,458(-4)
16,2,4,カシノブレンド,セ8,53.0,原,1:54.3,1.1/4,16,313.5,39.7,美浦蛯名利,472(0)
