馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,テクネチウム,セ5,井上,栗東・前川,先行,72.6,9,11,,13.5,484(-16),東京,175,中24週,Y,,3,マクフィ,キングズベスト,,
2,2,スコラーリ,牡7,,美浦・萩原,,4.3,2,3,,13.8,482(-2),小倉,70,中9週,Y,,3,トゥザワールド,サウスヴィグラス,,
3,3,キングサーガ,セ9,小牧加,栗東・小栗,差し,7.5,4,6,,14.0,496(-4),中山,63,中8週,Y,,3,キングカメハメハ,ディープインパクト,,
4,4,ローンウルフ,牡5,大江圭,美浦・武市,先行,116.3,11,,,0.0,490(-4),小倉,70,中9週,Y,,3,リアルインパクト,Mineshaft,,
5,5,タイセイジャスパー,セ7,難波,美浦・伊藤圭,先行,76.5,10,10,,14.0,496(-6),小倉,70,中9週,Y,,3,ヘニーヒューズ,トワイニング,,
6,6,ロードリベラシオン,牡4,五十嵐,美浦・尾形,逃げ,8.6,5,10,,14.2,510(+2),中山,63,中8週,Y,,3,ダノンバラード,エンパイアメーカー,,
7,6,コレクテイニア,牡6,草野,美浦・戸田,先行,3.0,1,2,,13.7,470(0),中山,28,中3週,Y,,3,Collected,Kitten's Joy,,
8,7,ジーティーオウジャ,セ5,水沼,美浦・石栗,差し,12.9,7,8,,13.4,504(-12),中山,49,中6週,Y,,3,ルーラーシップ,シンボリクリスエス,,
9,7,モズバンディット,牡6,中村,栗東・中尾,差し,34.0,8,1,障害4歳以上未勝利,13.5,462(+6),中山,48,中6週,Y,,3,ドレフォン,アドマイヤムーン,,
10,8,バルサムノート,牡6,森一,栗東・高野,先行,5.1,3,1,障害4歳以上未勝利,13.8,516(-2),中山,62,中8週,Y,,3,モーリス,ダイワメジャー,,
11,8,ルドヴィクス,牡8,上野,美浦・久保田,先行,9.3,6,5,,13.4,532(+14),小倉,98,中13週,Y,,3,モーリス,シンボリクリスエス,,
