券種,組み合わせ,配当,人気
単勝,10,510,3
複勝,10,180,1
複勝,5,180,3
複勝,8,200,4
枠連,3-5,750,1
馬連,5-10,1360,2
ワイド,5-10,510,2
ワイド,8-10,540,3
ワイド,5-8,680,4
馬単,10-5,2760,4
3連複,5-8-10,2840,3
3連単,10-5-8,13470,13
