馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,タイムレス,牝3,丸山,美浦・根本,追込,174.9,7,8,ベストビッ,42.9,420(-23),船橋,19,中2週,,,2,キズナ,Dubai Destination,,
2,2,サトノクローザー,牡3,坂井,栗東・友道,差し,9.1,4,7,,36.6,522(+2),京都,113,中15週,Y,,3,シュヴァルグラン,クロフネ,,
3,3,ジェゼロ,牡3,川田,栗東・須貝,差し,2.4,1,1,2歳新馬,33.0,492(+14),新潟,238,中33週,Y,Y,1,サートゥルナーリア,ファルブラヴ,,
4,4,シャルクハフト,牡3,シュタ,栗東・清水久,差し,31.1,5,1,3歳未勝利,38.5,484(-2),阪神,28,中3週,Y,,3,リアルスティール,ワークフォース,,B
5,5,ウォーターエルピス,牝3,佐々木,栗東・藤野,,56.9,6,7,,35.2,500(-2),東京,36,中4週,Y,,3,シャンハイボビー,アグネスタキオン,,
6,6,ロットブラータ,牡3,和田竜,栗東・平田,先行,3.3,3,1,3歳未勝利,34.5,522(-4),京都,36,中4週,Y,,3,エピファネイア,ハーツクライ,,
7,7,エムズ,牡3,ルメー,栗東・池江,先行,2.6,2,1,2歳新馬,34.6,450(+12),中京,112,中15週,Y,,1,ドゥラメンテ,Not For Sale,,
