コーナー,通過順
1コーナー,"4,2,7,8(1,3,10)(6,13)14(9,16)(12,11)15-5"
2コーナー,"4(2,7)-8(1,10)-3,13,6(12,9,14)(15,11,16)-5"
3コーナー,"4,2(7,9)8,10,1,13(3,14)6(15,16)(12,11)-5"
4コーナー,"(4,*2,9)(8,7,10)13,1(3,14)(6,16)15,12,11,5"
