馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ケイアイメビウス B,牡4,中井,栗東・村山,逃げ,34.2,9,1,エイプリル,39.4,510(+4),川崎,46,中6週,,,1,マジェスティックウォリアー,サンダーガルチ,
2,2,サンデーミラージュ B,セ6,水口,栗東・宮本,追込,46.9,11,12,,38.1,482(0),東京,90,中12週,Y,,3,ディープインパクト,Theatrical,
3,3,スマートセプター,牡4,団野,栗東・須貝,逃げ,20.1,7,9,4歳以上2勝クラス,38.2,498(-2),京都,21,中2週,Y,,3,シニスターミニスター,エンドスウィープ,
4,3,モズブーナー B,牝4,松若,栗東・音無,先行,54.8,12,1,零れ桜特別,38.3,490(+10),笠松,32,中4週,,,2,ストリートセンス,First Samurai,
5,4,メタモルフォーゼ,牝6,,栗東・渡辺,差し,21.0,8,7,4歳以上2勝クラス,36.6,466(+6),京都,21,中2週,Y,,3,キンシャサノキセキ,アフリート,
6,4,ゴーストレート B,牡5,荻野極,美浦・菊沢,差し,34.3,10,11,4歳以上2勝クラス,36.4,500(+4),中山,63,中8週,Y,,3,エイシンフラッシュ,フレンチデピュティ,
7,5,ロードジャスティス B,牡4,坂井,栗東・安田隆,先行,7.8,5,5,4歳以上2勝クラス,37.2,460(-4),京都,27,中3週,Y,,3,Fort Larned,Distorted Humor,
8,5,スキピオ,牡5,武豊,栗東・浜田,,6.6,3,4,4歳以上2勝クラス,37.7,488(0),京都,21,中2週,Y,,3,マツリダゴッホ,キングヘイロー,
9,6,タケルラスティ,牡6,小崎,栗東・小崎,差し,94.9,13,9,4歳以上2勝クラス,34.5,512(0),東京,20,中2週,Y,,3,スクリーンヒーロー,タイキシャトル,
10,6,ニホンピロオーセン,牡4,田口,栗東・大橋,差し,221.6,14,11,4歳以上2勝クラス,39.5,498(-2),阪神,76,中10週,Y,,3,ニホンピロアワーズ,コマンダーインチーフ,
11,7,カイカノキセキ,牝4,鮫島駿,栗東・池添,先行,5.6,2,2,4歳以上2勝クラス,36.2,490(+6),東京,20,中2週,Y,,3,キンシャサノキセキ,ティンバーカントリー,
12,7,マルカアトラス,牡4,小沢,栗東・松永昌,逃げ,7.1,4,13,3歳以上2勝クラス,41.5,508(+14),阪神,175,中24週,Y,,3,シニスターミニスター,マンハッタンカフェ,
13,8,ヴアーサ,牡5,藤岡康,栗東・鮫島,差し,3.1,1,2,4歳以上2勝クラス,36.0,458(-2),京都,21,中2週,Y,,3,キズナ,ロックオブジブラルタル,
14,8,ドゥーベ B,牡6,西村淳,栗東・茶木,先行,8.0,6,2,4歳以上2勝クラス,36.8,524(0),阪神,34,中4週,Y,,3,ダイワメジャー,Intikhab,
