券種,組み合わせ,配当,人気
単勝,6,170,1
複勝,6,110,1
複勝,8,230,4
複勝,2,270,5
枠連,6-8,170,1
馬連,6-8,1020,3
ワイド,6-8,300,3
ワイド,2-6,540,7
ワイド,2-8,1270,16
馬単,6-8,1240,4
3連複,2-6-8,2620,9
3連単,6-8-2,8180,25
