馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ノラリクラリ,牡4,佐々木,栗東・藤岡健,差し,9.6,4,7,,33.6,,東京,111,中15週,Y,,3,シュヴァルグラン,ディープインパクト,,
2,2,トリニティ,牝3,横山武,栗東・安田,,3.9,2,10,,35.4,,東京,118,中16週,Y,,3,サートゥルナーリア,ハーツクライ,,
3,3,カレンラップスター,牡4,津村,栗東・小林,差し,22.8,9,1,,35.4,,小倉,70,中9週,Y,,3,ルーラーシップ,サムライハート,,
4,4,モルトマエストーソ,牡5,木幡巧,美浦・手塚徳,先行,58.7,11,14,,41.1,,福島,70,中9週,Y,,3,ドゥラメンテ,Danehill Dancer,,B
5,5,レイヤードレッド,牡4,嶋田,美浦・手塚久,差し,70.8,12,9,,36.4,,札幌,56,中7週,Y,,3,フィエールマン,スニッツェル,,
6,5,ウイナーズナイン,牡3,横山和,栗東・小栗,差し,20.5,8,13,,35.3,,中山,266,中37週,Y,Y,3,エピファネイア,リアルインパクト,,
7,6,ブリヤディアマンテ,牡4,吉田豊,美浦・小島,差し,57.0,10,4,,35.5,,札幌,34,中4週,Y,,3,サトノダイヤモンド,シンボリクリスエス,,
8,6,リュクスパトロール,牝3,丸田,美浦・加藤士,差し,11.1,6,1,,36.0,,福島,63,中8週,Y,,3,ビーチパトロール,ジャングルポケット,,
9,7,アロンズロッド,牡4,ルメー,美浦・宮田,差し,3.1,1,2,,34.7,,福島,62,中8週,Y,,3,エピファネイア,ロードカナロア,,
10,7,ダノンピクチャー,牡4,小崎,美浦・田中博,差し,10.9,5,9,,36.1,,新潟,35,中4週,Y,,3,ドゥラメンテ,Dylan Thomas,,
11,8,キンググローリー,牡3,丹内,美浦・古賀慎,先行,13.8,7,2,,35.8,,福島,70,中9週,Y,,3,ダノンプレミアム,Duke of Marmalade,,
12,8,マイバレンタイン,牡3,戸崎圭,栗東・池江,先行,5.5,3,3,,33.6,,中京,41,中5週,Y,,3,キズナ,Kitten's Joy,,
