着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,15,ユキマル,牡6,57.0,丹内,1:09.0,,3,6.3,35.5,美浦尾形,500(0)
2,3,5,ジョーローリット,牝5,56.0,武藤,1:09.2,1.1/4,4,7.1,36.1,栗東中竹,504(-2)
3,8,16,ロードフロンティア,牡5,57.0,川須,1:09.2,クビ,5,7.3,35.8,栗東松下,468(-4)
4,5,10,ゲイルライダー,牡4,57.0,菊沢,1:09.2,ハナ,1,3.7,35.7,栗東牧浦,508(0)
5,7,13,ショウナンアビアス,牡6,57.0,横山武,1:09.2,アタマ,7,21.7,35.5,美浦加藤士,504(0)
6,5,9,ブレーザー,牡5,58.0,戸崎圭,1:09.4,1,2,5.2,35.7,美浦伊坂,520(-2)
7,7,14,ポールセン,牡4,57.0,斎藤,1:09.5,3/4,6,10.3,36.2,美浦斎藤誠,490(+4)
8,6,12,ゲッティヴィラ,牡4,57.0,三浦,1:09.6,クビ,13,48.8,35.7,栗東小栗,454(-6)
9,4,8,ヒルノドゴール,牡5,57.0,内田博,1:09.7,3/4,14,53.1,34.7,栗東北出,514(-12)
10,2,3,イスラアネーロ,牡7,58.0,松岡,1:09.8,3/4,15,101.9,36.1,栗東吉村,452(-4)
11,3,6,ムーヴ,牡7,57.0,横山琉,1:09.8,ハナ,8,22.0,34.6,美浦池上,496(+14)
12,6,11,ブラウンラチェット,牝4,55.0,丸山,1:09.9,1/2,9,31.2,35.5,美浦手塚久,452(+2)
13,4,7,バグラダス,牡6,57.0,小崎,1:10.0,1/2,11,31.9,35.1,美浦嘉藤,480(-8)
14,1,1,オーブルクール,牝5,55.0,石橋脩,1:10.4,2.1/2,12,39.8,37.2,美浦矢野,474(+2)
15,1,2,プレゼンティーア,牝5,55.0,大野,1:11.0,3.1/2,10,31.7,37.6,栗東田中克,494(+2)
除外,2,4,モンドプリューム,牡6,58.0,田辺,,,,,,美浦水野,506(-8)
