着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,メイショウホウレン,牡4,58.0,浜中,1:09.1,,4,9.0,35.5,栗東安達,506(-4)
2,8,15,ルディック,牡4,58.0,西村淳,1:09.2,3/4,1,3.4,35.2,栗東高野,524(0)
3,8,16,ノボリショウリュウ,牡4,58.0,高杉,1:09.7,2.1/2,3,7.8,34.9,栗東石橋,464(0)
4,1,2,エレガントムーン,牝5,56.0,斎藤,1:09.7,1/2,15,204.5,34.9,栗東牧浦,448(-2)
5,2,4,パドマ,牝4,56.0,松若,1:09.8,クビ,8,18.0,35.5,栗東杉山晴,508(+6)
6,1,1,ヒルノドゴール,牡4,58.0,和田竜,1:10.0,1.1/2,6,11.9,34.9,栗東北出,524(+10)
7,6,12,ローズバルサム,牝5,56.0,武豊,1:10.1,クビ,11,22.4,34.9,栗東吉村,446(-2)
8,7,14,ウナギノボリ,牡6,58.0,国分恭,1:10.1,1/2,13,72.6,34.6,栗東東田,472(-6)
9,4,7,メイショウヤーキス,牡4,58.0,菱田,1:10.2,1/2,7,16.9,35.7,栗東飯田,452(+8)
10,7,13,タマモダイジョッキ,牡7,58.0,小沢,1:10.2,ハナ,12,68.2,34.8,栗東緒方,486(-6)
11,5,10,カネコメシスター,牝6,56.0,団野,1:10.5,1.1/2,16,289.0,35.5,栗東中尾,502(-8)
12,3,5,ストレングス,牡4,58.0,岩田望,1:10.6,3/4,2,4.0,36.8,栗東寺島,470(-2)
13,2,3,ビバップ,牡4,58.0,西塚,1:10.8,1.1/2,10,22.0,36.9,栗東清水久,492(0)
14,6,11,ネグレスコ,牝4,56.0,秋山稔,1:11.4,3.1/2,5,10.7,36.9,栗東西園正,486(0)
15,4,8,イミュータブル,牡5,58.0,鮫島駿,1:11.5,クビ,9,20.7,37.4,栗東浜田,478(-12)
16,3,6,サトノグレイト,セ5,58.0,池添,1:13.0,9,14,170.8,36.7,栗東中竹,492(+2)
