券種,組み合わせ,配当,人気
単勝,13,560,4
複勝,13,180,3
複勝,2,170,1
複勝,8,390,7
枠連,2-7,880,3
馬連,2-13,1020,3
ワイド,2-13,510,5
ワイド,8-13,1210,15
ワイド,2-8,1280,20
馬単,13-2,2620,10
3連複,2-8-13,5380,21
3連単,13-2-8,24340,77
