着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,7,ルールーリマ,牝4,56.0,荻野極,2:00.2,,2,3.6,35.2,美浦大竹,422(-4)
2,4,4,アロンズロッド,牡4,58.0,戸崎圭,2:00.2,アタマ,1,2.8,34.7,美浦宮田,484(-6)
3,5,6,コスモイシュタル,牝4,56.0,松岡,2:00.6,2.1/2,4,4.9,35.3,美浦深山,444(+4)
4,7,10,クラヴァンス,牡4,58.0,坂井,2:00.6,クビ,3,4.5,35.5,栗東友道,490(+4)
5,8,12,バードウォッチャー,牡5,58.0,津村,2:01.2,3.1/2,6,23.2,35.9,美浦中舘,476(+2)
6,5,5,バセリーナ,牡4,58.0,野中,2:01.2,アタマ,9,87.1,35.6,美浦松山,466(+2)
7,3,3,ビッグデイメイク,牝4,56.0,柴田大,2:01.2,アタマ,12,387.7,35.4,美浦和田雄,426(-4)
8,6,8,レッセパッセ,牝5,56.0,原,2:01.5,1.1/2,8,34.9,35.6,美浦柄崎,398(+4)
9,7,9,ヤマニンガラッシア,牡9,58.0,木幡巧,2:01.8,1.3/4,5,20.0,36.7,美浦辻,450(+4)
10,1,1,ジェットブレード,牡4,58.0,菊沢,2:01.8,クビ,7,23.7,36.4,美浦青木,484(-16)
11,8,11,ヨシヒロ,牡4,58.0,木幡育,2:01.8,クビ,11,199.3,36.1,美浦松永康,490(-4)
12,2,2,ゴーソーファー,牝4,56.0,嶋田,2:02.9,7,10,100.6,37.3,美浦手塚久,476(-2)
