コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"1(2,6,16)14(5,7,12,15)-9(3,13)4(8,10,11)"
4コーナー,"1(6,16)(2,14)(5,12,15)(3,7,9)(8,13,10)4,11"
