コーナー,通過順
1コーナー,"13-5(2,6,12)10,7,14=9-11-8,3-14"
2コーナー,"13-5(6,12)2,10,7,14=9,11,8-3-14"
3コーナー,"13,5(2,6)(10,12)14,7,11-9-8=3-14"
4コーナー,"13,5(2,6)10(14,12)7,11,9-8=3-14"
