券種,組み合わせ,配当,人気
単勝,13,190,1
複勝,13,110,1
複勝,3,160,2
複勝,10,160,3
枠連,2-7,510,2
馬連,3-13,530,1
ワイド,3-13,240,1
ワイド,10-13,250,2
ワイド,3-10,570,4
馬単,13-3,690,1
3連複,3-10-13,1080,1
3連単,13-3-10,2680,2
