馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,タガノアバンドーネ,牡2,角田和,栗東・角田,,25.7,6,,,,478(0),,,,,,,モズアスコット,フジキセキ,,
2,2,チェリヴェント,牡2,松山,栗東・清水久,,7.9,3,,,,488(0),,,,,,,コントレイル,Successful Appeal,,
3,3,オーロラボレアリス,牝2,川田,栗東・吉岡,,9.7,4,,,,458(0),,,,,,,コントレイル,To Honor and Serve,,
4,4,エコロボルト,牡2,吉村,栗東・森秀,,19.5,5,,,,500(0),,,,,,,Practical Joke,Scat Daddy,,
5,5,クボウサマ,牡2,田山,栗東・庄野,,178.3,10,,,,480(0),,,,,,,ダイワメジャー,キングカメハメハ,,
6,6,アルバンヌ,牝2,ルメー,美浦・田中博,,4.6,2,,,,470(0),,,,,,,アドマイヤマーズ,Australia,,
7,7,エバーグレイト,牝2,高杉,栗東・藤岡,,30.9,7,,,,438(0),,,,,,,オルフェーヴル,ディープインパクト,,
8,7,クールデイトナ,牡2,,栗東・宮地,,37.9,8,,,,452(0),,,,,,,フォーウィールドライブ,ウォーエンブレム,,
9,8,フェスティバルヒル,牝2,坂井,栗東・四位,,1.5,1,,,,438(0),,,,,,,サートゥルナーリア,ハーツクライ,,
10,8,バースデイフライト,牝2,和田竜,栗東・新谷,,43.6,9,,,,452(0),,,,,,,コントレイル,War Front,,
