券種,組み合わせ,配当,人気
単勝,4,1810,5
複勝,4,280,4
複勝,1,300,6
複勝,8,110,1
枠連,1-2,2440,10
馬連,1-4,9200,22
ワイド,1-4,2440,24
ワイド,4-8,460,4
ワイド,1-8,510,5
馬単,4-1,27390,57
3連複,1-4-8,4490,14
3連単,4-1-8,73660,196
