着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,15,スリリングチェイス,牡5,58.0,西村淳,1:52.8,,3,5.1,38.1,栗東渡辺,510(-4)
2,6,11,ヒノデテイオー,牡6,58.0,団野,1:53.4,3.1/2,11,50.4,38.0,栗東河内,462(+2)
3,1,1,バロンドール,牡4,57.0,横山典,1:53.4,クビ,2,4.3,38.1,栗東松永幹,538(+4)
4,2,4,パフ,牡4,57.0,鮫島駿,1:53.5,クビ,5,11.1,37.8,栗東橋口,468(-6)
5,6,12,メイショウジェンマ,牡5,58.0,小沢,1:53.6,1/2,6,15.2,38.0,栗東飯田,464(+4)
6,5,9,ヘヴンリーハンド,セ4,57.0,三浦,1:53.7,3/4,13,77.4,37.8,美浦武井,512(+8)
7,2,3,キングオブフジ,牡4,57.0,中井,1:53.8,3/4,9,19.8,38.2,栗東角田,498(-4)
8,1,2,フォーワンセルフ,牡6,58.0,荻野琢,1:53.9,3/4,16,409.1,37.6,美浦小手川,530(+14)
9,4,7,アルファヒディ,セ6,58.0,亀田,1:54.0,クビ,1,3.3,38.7,栗東石坂,472(-4)
10,7,13,ダノンフロイデ,牡6,58.0,松山,1:54.1,1/2,7,18.0,39.0,栗東坂口,486(-4)
11,3,6,ウイニンググレイス,牡5,58.0,鮫島良,1:54.2,1/2,8,19.3,39.5,栗東河嶋,516(0)
12,4,8,ワンダースティング,牡7,58.0,高倉,1:54.3,クビ,12,51.7,39.2,栗東渡辺,516(-6)
13,3,5,グランドエスケープ,牡4,57.0,水口,1:54.7,2.1/2,14,92.9,39.5,栗東藤沢,492(+28)
14,8,16,メイショウマントル,牡7,58.0,国分優,1:54.7,クビ,10,49.2,38.5,栗東安達,518(-2)
15,7,14,リジン,牡6,58.0,幸,1:54.9,1.1/4,4,8.0,40.0,栗東宮本,502(+8)
16,5,10,シュガーコルト,セ6,58.0,小崎,1:55.0,1/2,15,158.3,39.6,栗東高橋忠,512(+6)
