券種,組み合わせ,配当,人気
単勝,9,190,1
複勝,9,110,1
複勝,10,190,3
複勝,6,1160,10
枠連,7-8,400,1
馬連,9-10,600,1
ワイド,9-10,280,1
ワイド,6-9,2520,28
ワイド,6-10,5940,40
馬単,9-10,790,1
3連複,6-9-10,12600,39
3連単,9-10-6,30830,103
