コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"7,10,4,11,13(8,12)14(1,9,18)(3,16)17(5,2)6-15"
4コーナー,"7-10,4,11,13(8,12)(1,9,14)18(3,16)17,2,5,6-15"
