馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,サノノゴールド,牡3,田口,美浦・栗田,差し,8.5,4,6,3歳以上1勝クラス,39.0,498(+8),中山,29,中3週,Y,,3,クリエイターII,ネオユニヴァース,,
2,2,ユアフラッシュ,牝4,川端,栗東・辻野,先行,9.5,5,7,3歳以上1勝クラス,40.2,460(+8),中山,28,中3週,Y,,3,マジェスティックウォリアー,シンボリクリスエス,,
3,3,ダンツドール,牝3,,栗東・四位,,2.7,1,1,3歳未勝利,37.9,474(+18),函館,114,中15週,Y,,3,ホッコータルマエ,ハービンジャー,,
4,4,マベルシュシュット,牝3,吉村,栗東・今野,先行,7.0,3,8,3歳以上1勝クラス,37.7,476(-2),中京,29,中3週,Y,,3,ドゥラメンテ,Teofilo,,
5,5,ブロンディール,牝4,内田博,美浦・深山,差し,42.0,9,9,3歳以上1勝クラス,36.9,484(+2),東京,9,連闘,Y,,3,ハーツクライ,Arch,,
6,6,メイショウヨスガラ,セ3,河原田,栗東・渡辺,逃げ,14.0,7,9,3歳未勝利,42.3,474(+2),中京,64,中8週,Y,,3,エイシンヒカリ,アイルハヴアナザー,,B
7,7,ヴォランテ,牡4,古川奈,栗東・羽月,差し,66.5,10,11,3歳以上1勝クラス,38.1,456(-6),小倉,86,中11週,Y,,3,サトノクラウン,スペシャルウィーク,,
8,7,サトノレイズ,牡3,佐々木,美浦・萩原,先行,3.5,2,2,名古屋CC,39.8,454(-8),名古屋,26,中3週,,,2,リーチザクラウン,エンパイアメーカー,,
9,8,アンノウンウォリア,牡5,富田,栗東・平田,差し,10.0,6,7,3歳以上1勝クラス,40.1,472(-2),札幌,57,中7週,Y,,3,マジェスティックウォリアー,ハーツクライ,,B
10,8,イモータルソウル,牡6,丸田,美浦・千葉,先行,31.7,8,10,3歳以上1勝クラス,36.8,464(-2),東京,113,中15週,Y,,2,ルーラーシップ,アグネスタキオン,,
