着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,2,ミトノオー,牡4,57.0,松山,1:57.4,,5,8.8,37.0,美浦牧,518(-2)
2,3,6,ハピ,牡5,57.0,菱田,1:57.4,クビ,3,5.7,36.4,栗東大久保,486(0)
3,6,12,メイショウフンジン,牡6,57.0,酒井,1:57.5,1/2,10,33.3,37.0,栗東西園正,520(+2)
4,5,9,カフジオクタゴン,牡5,57.0,藤岡佑,1:57.6,クビ,16,112.9,36.9,栗東矢作,558(-8)
5,2,3,メイプルリッジ,牡5,57.0,西村淳,1:57.7,3/4,7,16.1,36.8,美浦堀,486(-2)
6,4,7,ミッキーヌチバナ,牡6,57.0,太宰,1:57.9,1.1/2,4,6.6,36.4,栗東高橋亮,522(+2)
7,3,5,ハギノアレグリアス,牡7,57.0,岩田望,1:58.0,クビ,2,5.1,36.8,栗東四位,494(0)
8,5,10,グロリアムンディ,牡6,57.0,幸,1:58.0,クビ,9,18.1,37.3,栗東大久保,510(+3)
9,8,16,バハルダール,牡5,57.0,水口,1:58.2,1.1/2,11,35.3,37.0,栗東池江,510(-2)
10,4,8,スレイマン,牡6,57.0,斎藤,1:58.4,1,1,4.9,37.7,栗東池添,546(-4)
11,7,14,オーロイプラータ,牡4,57.0,鮫島駿,1:58.6,1.1/4,6,9.0,36.8,栗東宮本,542(-6)
12,7,13,クリノドラゴン,牡6,57.0,武豊,1:58.6,クビ,14,84.9,37.0,栗東大橋,494(0)
13,1,1,テンカハル,牡6,57.0,坂井,1:58.9,1.1/2,13,63.5,37.5,栗東矢作,514(+4)
14,6,11,ゼットリアン,牡4,57.0,和田竜,1:58.9,クビ,12,46.1,37.6,栗東吉田,448(+4)
15,8,15,ヴィクティファルス,セ6,57.0,池添,2:00.3,8,8,16.4,39.3,栗東池添,492(+2)
16,2,4,サンデーファンデー,牡4,57.0,松若,2:00.3,ハナ,15,97.4,39.6,栗東音無,524(+2)
