券種,組み合わせ,配当,人気
単勝,16,1070,4
複勝,16,260,4
複勝,9,160,3
複勝,15,150,2
枠連,5-8,680,3
馬連,9-16,2660,8
ワイド,9-16,650,6
ワイド,15-16,600,4
ワイド,9-15,420,3
馬単,16-9,5840,21
3連複,9-15-16,2860,7
3連単,16-9-15,25860,71
