馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,クリーゲリン,牝3,石神道,美浦・和田郎,先行,10.5,6,10,3歳未勝利,34.2,428(-2),新潟,63,中8週,Y,,3,ダイワメジャー,デインヒル,,
2,1,プリュノワール,牝3,戸崎圭,美浦・鹿戸,先行,4.5,2,11,3歳未勝利,37.6,442(+2),新潟,57,中7週,Y,,1,ロードカナロア,シングスピール,,
3,2,マオノボルケーノ,牝3,石橋脩,美浦・辻,差し,32.3,10,5,3歳未勝利,37.0,444(+2),東京,63,中8週,Y,,3,レッドファルクス,ヴァーミリアン,,
4,2,ソルトブリーズ,牡3,松岡,美浦・田中剛,先行,3.8,1,3,3歳未勝利,35.8,454(+2),中山,182,中25週,Y,Y,3,アドマイヤムーン,Street Cry,,
5,3,バエル,牝3,小沢,美浦・伊坂,先行,20.7,8,7,3歳未勝利,38.0,454(+4),新潟,56,中7週,Y,,3,ホークビル,フサイチリシャール,,B
6,3,スカイライト,牡3,内田博,美浦・清水英,先行,30.3,9,11,3歳未勝利,35.3,464(0),東京,57,中7週,Y,,3,スワーヴリチャード,キングカメハメハ,,
7,4,ミルタンドレス,牝3,原田和,美浦・本間,差し,59.6,11,8,3歳未勝利,35.6,454(+18),新潟,56,中7週,Y,,3,ラブリーデイ,ジャングルポケット,,
8,4,ペクトラル,牡3,石川,美浦・中舘,差し,14.9,7,10,3歳未勝利,35.1,506(+2),東京,49,中6週,Y,,3,アルアイン,Kingmambo,,B
9,5,エリカビーナス,牝3,菅原明,美浦・萩原,差し,66.9,13,14,3歳未勝利,35.1,418(+6),東京,71,中9週,Y,,2,エピファネイア,ディープインパクト,,
10,5,ニシノプリモ,牝3,石田,美浦・加藤和,差し,192.5,16,16,3歳未勝利,34.6,394(0),東京,57,中7週,Y,,3,ネロ,リーチザクラウン,,
11,6,ノーブルウィスパー,牝3,小林脩,美浦・久保田,先行,4.9,3,3,3歳未勝利,34.7,434(-4),福島,14,中1週,Y,,3,オルフェーヴル,アグネスタキオン,,
12,6,ハッピーデービー,牝3,大江比,美浦・鈴木伸,先行,60.5,12,10,3歳未勝利,38.5,446(+2),東京,56,中7週,Y,,2,エピファネイア,サクラバクシンオー,,
13,7,オーデンヴァルト,牝3,丸山,美浦・林,,10.3,5,,,,470(0),,,,,,,ロードカナロア,スペシャルウィーク,,
14,7,マンウォル,牝3,菊沢,美浦・菊沢,差し,8.1,4,4,3歳未勝利,36.5,422(-6),東京,22,中2週,Y,,3,ブリックスアンドモルタル,スズカマンボ,,
15,8,ハーバービュー,牝3,木幡巧,美浦・清水英,,131.6,15,15,3歳未勝利,38.6,428(-2),福島,84,中11週,Y,,3,マツリダゴッホ,ボストンハーバー,,
16,8,ホウオウマリアン,牝3,横山琉,美浦・尾形,先行,100.5,14,10,3歳未勝利,39.2,436(+2),東京,42,中5週,Y,,3,マツリダゴッホ,ロージズインメイ,,
