馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ムーンパッセ,牡2,コレッ,栗東・杉山晴,,15.8,6,,,,500(0),,,,,,,コントレイル,キンシャサノキセキ,,
2,2,トゥーレジット,牡2,岩田望,栗東・池江,,3.1,2,,,,494(0),,,,,,,シスキン,キングカメハメハ,,
3,3,アレオクール,牝2,坂井,栗東・池添,,2.7,1,,,,454(0),,,,,,,キタサンブラック,The Wow Signal,,
4,4,サウンドファイト,牡2,,栗東・安達,,24.0,8,,,,478(0),,,,,,,Kingman,ワークフォース,,
5,5,ヤマトクオーレ,牡2,森田,栗東・安達,,109.7,10,,,,476(0),,,,,,,ビッグアーサー,キンシャサノキセキ,,
6,6,ベルコート,牝2,川田,栗東・福永,,4.3,3,,,,468(0),,,,,,,サートゥルナーリア,Harlington,,
7,7,ミライノシャチョウ,牝2,団野,栗東・森秀,,15.8,5,,,,502(0),,,,,,,Liam's Map,Bodemeister,,
8,7,スーサンコルティナ,牡2,田口,栗東・鈴木孝,,63.5,9,,,,450(0),,,,,,,シルバーステート,Solon,,
9,8,リボンロゼッタ,牝2,松若,栗東・秋山,,17.7,7,,,,434(0),,,,,,,ミッキーアイル,ドゥラメンテ,,
10,8,ジーティーマンフク,牡2,吉村,栗東・四位,,11.4,4,,,,484(0),,,,,,,スワーヴリチャード,Lope de Vega,,
