券種,組み合わせ,配当,人気
単勝,14,490,1
複勝,14,180,1
複勝,5,260,4
複勝,11,280,6
枠連,3-8,990,2
馬連,5-14,1640,3
ワイド,5-14,710,2
ワイド,11-14,770,3
ワイド,5-11,900,5
馬単,14-5,3520,2
3連複,5-11-14,4790,2
3連単,14-5-11,32790,52
