着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,12,ノボリショウリュウ,牡5,56.0,高杉,1:10.8,,3,5.8,35.8,栗東石橋,472(0)
2,5,10,ウルスクローム,牡4,55.0,田口,1:10.9,クビ,6,12.2,35.4,栗東大橋,484(-2)
3,1,1,ニューオーリンズ,牡4,57.0,和田陽,1:10.9,アタマ,2,3.5,36.7,栗東杉山晴,516(-4)
4,6,11,イリフィ,牝4,54.0,西村淳,1:10.9,クビ,9,40.9,35.7,栗東高野,430(+8)
5,8,15,ルクスデイジー,牝4,55.0,川田,1:11.1,1.1/4,1,2.8,36.3,栗東高橋亮,472(+2)
6,7,13,ベルギューン,牝4,53.0,丹内,1:11.2,1/2,7,20.3,36.7,栗東牧浦,494(+16)
7,3,6,エムズマインド,牡6,55.0,城戸,1:11.3,クビ,13,156.1,35.6,栗東荒川,520(+10)
8,8,16,ヴェロクオーレ,牝5,54.0,酒井,1:11.4,3/4,4,10.2,37.1,栗東石坂,478(+2)
9,3,5,ライジン,牡6,55.0,岩田望,1:11.6,1.1/4,5,11.8,36.3,栗東池添,484(-6)
10,2,3,ギーロカスタル,牡6,54.0,西塚,1:11.6,ハナ,15,279.4,35.4,美浦伊藤大,474(-4)
11,2,4,ハッピーロンドン,牡6,54.0,角田和,1:11.6,ハナ,14,170.0,36.0,美浦菊沢,474(-14)
12,4,8,ディニトーソ,牡4,54.0,吉村,1:12.0,2,12,121.5,37.1,栗東辻野,464(0)
13,1,2,プロミシングスター,牡5,55.0,藤懸,1:12.4,2,8,21.2,37.1,栗東高橋忠,452(-2)
14,5,9,ロサンゼルス,牡5,55.0,松若,1:12.6,1.1/2,10,58.6,36.5,美浦伊藤圭,522(+2)
15,4,7,サンダーバース,セ5,54.0,幸,1:12.7,3/4,11,69.1,38.2,栗東井上,478(+4)
取消,7,14,ショウナンハクウン,牡6,54.0,田山,,,,,,美浦大竹,
