着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,ランドオブラヴ,牝4,56.0,丹内,1:06.8,,5,8.1,32.3,美浦蛯名正,430(+2)
2,3,3,モズトキキ,牝3,54.0,亀田,1:06.8,アタマ,4,5.8,33.0,栗東村山,548(-4)
3,6,6,アップストローク,セ5,58.0,大野,1:07.1,1.3/4,8,30.6,33.0,美浦杉浦,454(-2)
4,8,10,ディオアステリア,牝5,56.0,横山和,1:07.1,アタマ,7,26.3,33.0,美浦小野,494(+4)
5,7,9,ディアドコス,牡4,58.0,鮫島駿,1:07.1,クビ,2,3.9,32.7,栗東羽月,500(+10)
6,7,8,アラクレ,牝5,56.0,杉原,1:07.5,2,10,233.4,33.6,美浦清水英,462(-2)
7,8,11,トウシンカーリン,牝4,56.0,戸崎圭,1:07.6,3/4,3,5.4,33.5,栗東杉山晴,468(+2)
8,6,7,カジュフェイス,牡5,58.0,石橋脩,1:07.9,1.3/4,9,34.0,34.5,栗東森田,494(-8)
9,5,5,インプロバイザー,牡5,58.0,石川,1:08.0,3/4,6,17.2,34.3,栗東音無,490(+4)
10,4,4,ロードトレゾール,牡3,56.0,佐々木,1:08.3,1.3/4,1,2.7,34.9,栗東清水久,530(+8)
取消,2,2,マルプリ,牝4,56.0,原,,,,,,美浦青木,
