馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ゴーゴーマンゴー,牝2,舟山,美浦・田村,,58.7,11,,,,408(0),,,,,,,カリフォルニアクローム,Street Boss,,
2,1,イルダメリーノ,牡2,松若,栗東・前川,,7.4,4,,,,460(0),,,,,,,ゴールドドリーム,ロードカナロア,,
3,2,ヴァルク,牡2,長浜,美浦・武市,,66.4,13,,,,476(0),,,,,,,パドトロワ,クロフネ,,
4,2,ツクバアヴァロン,牡2,小林脩,美浦・奥平,,9.9,6,,,,474(0),,,,,,,キセキ,Zensational,,
5,3,トワイライトサイト,牡2,横山和,美浦・嘉藤,,3.8,1,,,,424(0),,,,,,,シニスターミニスター,ダノンシャンティ,,
6,3,スケダチムヨウ,牡2,野中,美浦・根本,,91.6,14,,,,452(0),,,,,,,スマートファルコン,ヨハネスブルグ,,
7,4,メイショウオタモイ,牝2,遠藤,美浦・高柳瑞,,42.7,9,,,,440(0),,,,,,,リオンディーズ,ヨハネスブルグ,,
8,4,ナムラハンナ,牝2,柴田大,美浦・石栗,,246.3,15,,,,444(0),,,,,,,アドミラブル,イスラボニータ,,
9,5,タマモシルエット,牝2,横山武,美浦・伊藤圭,,9.0,5,,,,468(0),,,,,,,シャンハイボビー,ダノンシャンティ,,
10,5,グレイトエイト,牡2,石田,美浦・国枝,,62.5,12,,,,502(0),,,,,,,ホッコータルマエ,ヨハネスブルグ,,
11,6,ミツカネメルクリオ,牡2,丹内,美浦・清水英,,4.5,2,,,,444(0),,,,,,,サトノアラジン,キングズベスト,,
12,6,ティーエンティー,牡2,佐々木,美浦・久保田,,13.5,7,,,,490(0),,,,,,,パイロ,ゴールドアリュール,,
13,7,ナックスプレンダー,牡2,吉田豊,美浦・小野,,15.7,8,,,,506(0),,,,,,,エスポワールシチー,アグネスタキオン,,
14,7,ライヴマティーニ,牝2,小林美,美浦・尾形,,5.6,3,,,,464(0),,,,,,,ゴールドドリーム,ルーラーシップ,,
15,8,エイチエヌライ,牡2,菅原隆,美浦・天間,,294.8,16,,,,424(0),,,,,,,ヴァンゴッホ,ディープインパクト,,
16,8,ニシノバリキング,牡2,内田博,美浦・小手川,,45.1,10,,,,512(0),,,,,,,マテラスカイ,リーチザクラウン,,
