コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"3(15,17)11,14(5,16)(6,13)18(4,7)8-(1,12)(2,9)10"
4コーナー,"(*3,15,17)-11,14,16(5,13)(6,18)(4,7,8)(1,12)(2,9)10"
